id,job_name,status,payload,error,created_at
57,assessor_llm_request,ok,"{""pillar"": ""resilience"", ""concept"": ""emotional_regulation"", ""user_len"": 2780, ""system_len"": 3269, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:51:40.809399
58,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""resilience"", ""concept"": ""emotional_regulation"", ""preview"": ""{\n  \""action\"": \""finish\"",\n  \""question\"": \""\"",\n  \""level\"": \""Moderate\"",\n  \""confidence\"": 0.9,\n  \""rationale\"": \""User replied 'four days' for the past 7 days. Using a linear mapping where 0→0 and 7→100, 4/7 ≈ 57.\"",\n  \""scores\"": {\n  …"", ""content_len"": 506, ""duration_ms"": 8476, ""has_content"": true}",,2026-02-20 15:51:49.350652
59,assessor_llm_meta,ok,"{""why"": ""The reply contains a clear numeric count within the 7-day timeframe, so scoring is possible without a clarifier."", ""pillar"": ""resilience"", ""status"": ""scorable"", ""concept"": ""emotional_regulation"", ""missing"": [], ""parsed_value"": {""unit"": ""days"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:51:49.361703
60,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""resilience"", ""concept"": ""optimism_perspective"", ""confidence"": 0.9}",,2026-02-20 15:51:49.459262
61,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""resilience"", ""concept"": ""optimism_perspective"", ""confidence"": null}",,2026-02-20 15:51:49.815702
62,assessor_payload,ok,"{""pillar"": ""resilience"", ""concept"": ""optimism_perspective"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 21, ""text"": ""Widen the view: ask what else could be true; track one small win daily."", ""type"": ""snippet"", ""score"": -0.007949586586182533, ""title"": ""Reframe & evidence"", ""locale"": ""en-GB""}, {""id"": 22, ""text"": ""Regular practice of reframing/perspective-taking increases the score."", ""type"": ""snippet"", ""score"": -0.02408085626334235, ""title"": ""Scoring cue (0–7 days/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 2, ""already_asked"": [""In the past 7 days, on how many days did you feel able to stay positive and keep things in perspective when challenges arose?""], ""concept_focus"": ""optimism_perspective"", ""last_user_reply"": ""4 days"", ""last_main_question"": ""In the past 7 days, on how many days did you feel able to stay positive and keep things in perspective when challenges arose?"", ""sufficient_for_scoring"": true}}",,2026-02-20 15:51:49.842294
63,assessor_llm_request,ok,"{""pillar"": ""resilience"", ""concept"": ""optimism_perspective"", ""user_len"": 2773, ""system_len"": 3269, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:51:49.866565
64,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""resilience"", ""concept"": ""optimism_perspective"", ""preview"": ""{\n  \""action\"": \""finish\"",\n  \""question\"": \""\"",\n  \""level\"": \""Moderate\"",\n  \""confidence\"": 0.90,\n  \""rationale\"": \""User reported a numeric count ('4 days') for a 7-day window. Using the provided scoring guide (0→0, 7→100) I mapped l…"", ""content_len"": 541, ""duration_ms"": 7292, ""has_content"": true}",,2026-02-20 15:51:57.220047
65,assessor_llm_meta,ok,"{""why"": ""Reported 4 of 7 days feeling able to stay positive/perspective—mid-range adherence, so a moderate score."", ""pillar"": ""resilience"", ""status"": ""scorable"", ""concept"": ""optimism_perspective"", ""missing"": [], ""parsed_value"": {""unit"": ""days"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:51:57.23075
66,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""resilience"", ""concept"": ""positive_connection"", ""confidence"": 0.9}",,2026-02-20 15:51:57.327702
67,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""resilience"", ""concept"": ""positive_connection"", ""confidence"": null}",,2026-02-20 15:51:57.731519
68,assessor_payload,ok,"{""pillar"": ""resilience"", ""concept"": ""positive_connection"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 18, ""text"": ""Intentional engagement and gratitude both improve scores; more days = higher."", ""type"": ""snippet"", ""score"": -0.01119576003088332, ""title"": ""Scoring cue (0–7 days/wk)"", ""locale"": ""en-GB""}, {""id"": 17, ""text"": ""Note 2–3 gratitudes/day; brief check-ins (message/call) count as positive connection."", ""type"": ""snippet"", ""score"": -0.021244939051517704, ""title"": ""Gratitude & contact"", ""locale"": ""en-GB""}], ""turns_so_far"": 3, ""already_asked"": [""In the past 7 days, on how many days did you do something that made you feel genuinely good — either by taking time for yourself or connecting with someone you enjoy spending time with?""], ""concept_focus"": ""positive_connection"", ""last_user_reply"": ""four days"", ""last_main_question"": ""In the past 7 days, on how many days did you do something that made you feel genuinely good — either by taking time for yourself or connecting with someone you enjoy spending time with?"", ""sufficient_for_scoring"": true}}",,2026-02-20 15:51:57.757052
69,assessor_llm_request,ok,"{""pillar"": ""resilience"", ""concept"": ""positive_connection"", ""user_len"": 2917, ""system_len"": 3268, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:51:57.780509
70,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""resilience"", ""concept"": ""positive_connection"", ""preview"": ""{\""action\"":\""finish\"",\""question\"":\""\"",\""level\"":\""Moderate\"",\""confidence\"":0.85,\""rationale\"":\""User explicitly reported a numeric count ('four days') within the 7‑day window, which maps directly to the 0–7 scoring guide (higher = be…"", ""content_len"": 445, ""duration_ms"": 8151, ""has_content"": true}",,2026-02-20 15:52:05.99591
71,assessor_llm_meta,ok,"{""why"": ""Reply gave a clear numeric answer for the past 7 days, so scoring is possible."", ""pillar"": ""resilience"", ""status"": ""scorable"", ""concept"": ""positive_connection"", ""missing"": [], ""parsed_value"": {""unit"": ""days"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:52:06.006661
72,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""resilience"", ""concept"": ""stress_recovery"", ""confidence"": 0.85}",,2026-02-20 15:52:06.105363
73,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""resilience"", ""concept"": ""stress_recovery"", ""confidence"": null}",,2026-02-20 15:52:06.418177
74,assessor_payload,ok,"{""pillar"": ""resilience"", ""concept"": ""stress_recovery"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 19, ""text"": ""Use journaling and reach out to supports to reduce overload; short resets beat avoidance."", ""type"": ""snippet"", ""score"": -0.019497735498685668, ""title"": ""Active coping"", ""locale"": ""en-GB""}, {""id"": 20, ""text"": ""Consistent use of a coping strategy scores higher than infrequent, long sessions."", ""type"": ""snippet"", ""score"": -0.027306533998857564, ""title"": ""Scoring cue (0–7 days/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 4, ""already_asked"": [""In the past 7 days, on how many days did you take a short break to relax, breathe deeply, or reset when you felt stressed or tired?""], ""concept_focus"": ""stress_recovery"", ""last_user_reply"": ""four days"", ""last_main_question"": ""In the past 7 days, on how many days did you take a short break to relax, breathe deeply, or reset when you felt stressed or tired?"", ""sufficient_for_scoring"": true}}",,2026-02-20 15:52:06.444048
75,assessor_llm_request,ok,"{""pillar"": ""resilience"", ""concept"": ""stress_recovery"", ""user_len"": 2804, ""system_len"": 3264, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:52:06.46753
76,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""resilience"", ""concept"": ""stress_recovery"", ""preview"": ""{\""action\"":\""finish\"",\""question\"":\""\"",\""level\"":\""Moderate\"",\""confidence\"":0.9,\""rationale\"":\""User reported 'four days' in the past 7 days. Parsed as 4/7 days; scoring maps linearly from 0→0 to 7→100 (higher is better for recovery b…"", ""content_len"": 436, ""duration_ms"": 9042, ""has_content"": true}",,2026-02-20 15:52:15.570847
77,assessor_llm_meta,ok,"{""why"": ""User gave a clear count within the 7-day window, so scoring is possible."", ""pillar"": ""resilience"", ""status"": ""scorable"", ""concept"": ""stress_recovery"", ""missing"": [], ""parsed_value"": {""unit"": ""days"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:52:15.581619
78,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""resilience"", ""concept"": ""support_openness"", ""confidence"": 0.9}",,2026-02-20 15:52:15.678186
79,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""resilience"", ""concept"": ""support_openness"", ""confidence"": null}",,2026-02-20 15:52:15.991019
80,assessor_payload,ok,"{""pillar"": ""resilience"", ""concept"": ""support_openness"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 23, ""text"": ""Share goals/challenges before they build; make specific asks or check-ins."", ""type"": ""snippet"", ""score"": -0.00797743424155438, ""title"": ""Ask early & specifically"", ""locale"": ""en-GB""}, {""id"": 24, ""text"": ""Willingness to request or accept support earlier and more consistently scores higher."", ""type"": ""snippet"", ""score"": -0.015293380038244502, ""title"": ""Scoring cue (0–7 days/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 5, ""already_asked"": [""In the past 7 days, on how many days did you actively connect with others to discuss your goals, progress, or challenges?""], ""concept_focus"": ""support_openness"", ""last_user_reply"": ""four days"", ""last_main_question"": ""In the past 7 days, on how many days did you actively connect with others to discuss your goals, progress, or challenges?"", ""sufficient_for_scoring"": true}}",,2026-02-20 15:52:16.017987
81,assessor_llm_request,ok,"{""pillar"": ""resilience"", ""concept"": ""support_openness"", ""user_len"": 2785, ""system_len"": 3265, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:52:16.042678
82,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""resilience"", ""concept"": ""support_openness"", ""preview"": ""{\""action\"":\""finish\"",\""question\"":\""\"",\""level\"":\""Moderate\"",\""confidence\"":0.90,\""rationale\"":\""User reported connecting on four of the past 7 days. Using the provided linear mapping (0→0, 7→100), 4/7 maps to ~57.\"",\""scores\"":{\""support…"", ""content_len"": 392, ""duration_ms"": 9381, ""has_content"": true}",,2026-02-20 15:52:25.521313
83,assessor_llm_meta,ok,"{""why"": ""Explicit numeric answer given for the 7-day timeframe."", ""pillar"": ""resilience"", ""status"": ""scorable"", ""concept"": ""support_openness"", ""missing"": [], ""parsed_value"": {""unit"": ""days"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:52:25.53348
84,okr_llm_call,ok,"{""mode"": ""legacy_text"", ""model"": ""gpt-5-mini"", ""pillar"": ""resilience"", ""temperature_effective"": 1.0, ""temperature_requested"": 0.3}",,2026-02-20 15:52:25.625611
85,okr_llm_success,ok,"{""mode"": ""legacy_text"", ""model"": ""gpt-5-mini"", ""pillar"": ""resilience"", ""has_text"": true, ""temperature_effective"": 1.0, ""temperature_requested"": 0.3}",,2026-02-20 15:52:39.371944
86,okr_llm_call,ok,"{""mode"": ""structured_json"", ""model"": ""gpt-5-mini"", ""pillar"": ""resilience"", ""run_id"": 1, ""user_id"": 1, ""pillar_result_id"": 3, ""assess_session_id"": 1, ""temperature_effective"": 1.0, ""temperature_requested"": 0.2}",,2026-02-20 15:52:39.430011
87,okr_llm_success,ok,"{""mode"": ""structured_json"", ""model"": ""gpt-5-mini"", ""pillar"": ""resilience"", ""run_id"": 1, ""user_id"": 1, ""kr_count"": 3, ""has_objective"": true, ""pillar_result_id"": 3, ""assess_session_id"": 1, ""temperature_effective"": 1.0, ""temperature_requested"": 0.2}",,2026-02-20 15:52:59.821566
88,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""recovery"", ""concept"": ""bedtime_consistency"", ""confidence"": null}",,2026-02-20 15:52:59.941853
89,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""recovery"", ""concept"": ""bedtime_consistency"", ""confidence"": null}",,2026-02-20 15:53:00.258554
90,assessor_payload,ok,"{""pillar"": ""recovery"", ""concept"": ""bedtime_consistency"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 29, ""text"": ""Keep sleep/wake within ±60 min to support circadian rhythm."", ""type"": ""snippet"", ""score"": 0.029356480577119384, ""title"": ""Circadian window"", ""locale"": ""en-GB""}, {""id"": 30, ""text"": ""Reward stabilising a regular schedule over rigid perfection; consistency > total hours for circadian alignment."", ""type"": ""snippet"", ""score"": 0.02864513720688978, ""title"": ""Scoring cue (0–7 nights/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 1, ""already_asked"": [""In the last 7 days, on how many nights did you go to bed at roughly the same time?""], ""concept_focus"": ""bedtime_consistency"", ""last_user_reply"": ""4"", ""last_main_question"": ""In the last 7 days, on how many nights did you go to bed at roughly the same time?"", ""sufficient_for_scoring"": true}}",,2026-02-20 15:53:00.285717
91,assessor_llm_request,ok,"{""pillar"": ""recovery"", ""concept"": ""bedtime_consistency"", ""user_len"": 2708, ""system_len"": 3266, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:53:00.309953
92,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""recovery"", ""concept"": ""bedtime_consistency"", ""preview"": ""{\""action\"":\""finish\"",\""question\"":\""\"",\""level\"":\""Moderate\"",\""confidence\"":0.90,\""rationale\"":\""User reported 4 nights out of the past 7 with a consistent bedtime. Using the provided scoring guide (0→0, 7→100) mapped linearly to 0–10…"", ""content_len"": 466, ""duration_ms"": 11139, ""has_content"": true}",,2026-02-20 15:53:11.510517
93,assessor_llm_meta,ok,"{""why"": ""Reply gave a numeric count for the 7‑day window, so scoring is possible and straightforward."", ""pillar"": ""recovery"", ""status"": ""scorable"", ""concept"": ""bedtime_consistency"", ""missing"": [], ""parsed_value"": {""unit"": ""nights_per_week"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:53:11.52273
94,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""recovery"", ""concept"": ""sleep_duration"", ""confidence"": 0.9}",,2026-02-20 15:53:11.705367
95,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""recovery"", ""concept"": ""sleep_duration"", ""confidence"": null}",,2026-02-20 15:53:12.022113
96,assessor_payload,ok,"{""pillar"": ""recovery"", ""concept"": ""sleep_duration"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 25, ""text"": ""Most adults benefit from 7–9 h/night; keep a consistent wake time."", ""type"": ""snippet"", ""score"": 0.014731520458383971, ""title"": ""Hours & anchor"", ""locale"": ""en-GB""}, {""id"": 26, ""text"": ""More nights at ≥7 h score higher; if fatigued, go to bed earlier rather than sleeping in."", ""type"": ""snippet"", ""score"": -0.009325777749128485, ""title"": ""Scoring cue (0–7 nights/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 2, ""already_asked"": [""In the last 7 days, on how many nights did you sleep for 7 or more hours?""], ""concept_focus"": ""sleep_duration"", ""last_user_reply"": ""4 days"", ""last_main_question"": ""In the last 7 days, on how many nights did you sleep for 7 or more hours?"", ""sufficient_for_scoring"": true}}",,2026-02-20 15:53:12.048274
97,assessor_llm_request,ok,"{""pillar"": ""recovery"", ""concept"": ""sleep_duration"", ""user_len"": 2670, ""system_len"": 3261, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:53:12.072845
98,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""recovery"", ""concept"": ""sleep_duration"", ""preview"": ""{\""action\"":\""finish\"",\""question\"":\""\"",\""level\"":\""Moderate\"",\""confidence\"":0.90,\""rationale\"":\""User explicitly reported 4 nights out of the 7‑day timeframe. Scoring is linear with 7 nights = 100 (higher is better); 4/7 ≈ 57.\"",\""score…"", ""content_len"": 431, ""duration_ms"": 9825, ""has_content"": true}",,2026-02-20 15:53:21.960387
99,assessor_llm_meta,ok,"{""why"": ""Clear numeric answer matching the asked 7‑day window, so scoring can be assigned."", ""pillar"": ""recovery"", ""status"": ""scorable"", ""concept"": ""sleep_duration"", ""missing"": [], ""parsed_value"": {""unit"": ""nights"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:53:21.971914
100,assessor_meta,ok,"{""action"": ""ask"", ""pillar"": ""recovery"", ""concept"": ""sleep_quality"", ""confidence"": 0.9}",,2026-02-20 15:53:22.13258
101,assessor_meta,ok,"{""action"": ""answer"", ""pillar"": ""recovery"", ""concept"": ""sleep_quality"", ""confidence"": null}",,2026-02-20 15:53:22.448911
102,assessor_payload,ok,"{""pillar"": ""recovery"", ""concept"": ""sleep_quality"", ""payload"": {""history"": [], ""retrieval"": [{""id"": 27, ""text"": ""Dim lights, quiet time, breathing/reading; avoid screens ≥60 min before bed."", ""type"": ""snippet"", ""score"": -0.020048391964943967, ""title"": ""Wind-down routine"", ""locale"": ""en-GB""}, {""id"": 28, ""text"": ""Improvement = faster sleep onset, deeper rest, fewer night wakes; more mornings feeling refreshed score higher."", ""type"": ""snippet"", ""score"": -0.033039264990924244, ""title"": ""Scoring cue (0–7 mornings/wk)"", ""locale"": ""en-GB""}], ""turns_so_far"": 3, ""already_asked"": [""In the last 7 days, on how many mornings did you wake up feeling rested and refreshed?""], ""concept_focus"": ""sleep_quality"", ""last_user_reply"": ""4"", ""last_main_question"": ""In the last 7 days, on how many mornings did you wake up feeling rested and refreshed?"", ""sufficient_for_scoring"": true}}",,2026-02-20 15:53:22.475022
103,assessor_llm_request,ok,"{""pillar"": ""recovery"", ""concept"": ""sleep_quality"", ""user_len"": 2727, ""system_len"": 3260, ""range_bounds"": [0, 7], ""has_range_guide"": true, ""sufficient_for_scoring"": true}",,2026-02-20 15:53:22.500286
104,assessor_llm_response,ok,"{""type"": ""AIMessage"", ""pillar"": ""recovery"", ""concept"": ""sleep_quality"", ""preview"": ""{\""action\"":\""finish\"",\""question\"":\""\"",\""level\"":\""Moderate\"",\""confidence\"":0.90,\""rationale\"":\""User reported 4 mornings feeling rested in the last 7 days. Using the linear scale where 0→0 and 7→100, 4/7 ≈ 57%.\"",\""scores\"":{\""sleep_qual…"", ""content_len"": 417, ""duration_ms"": 7807, ""has_content"": true}",,2026-02-20 15:53:30.475215
105,assessor_llm_meta,ok,"{""why"": ""Numeric reply (4) with explicit 7‑day timeframe allows direct scoring."", ""pillar"": ""recovery"", ""status"": ""scorable"", ""concept"": ""sleep_quality"", ""missing"": [], ""parsed_value"": {""unit"": ""mornings per 7 days"", ""value"": 4, ""timeframe_ok"": true}}",,2026-02-20 15:53:30.486073
106,okr_llm_call,ok,"{""mode"": ""legacy_text"", ""model"": ""gpt-5-mini"", ""pillar"": ""recovery"", ""temperature_effective"": 1.0, ""temperature_requested"": 0.3}",,2026-02-20 15:53:30.563541
107,okr_llm_success,ok,"{""mode"": ""legacy_text"", ""model"": ""gpt-5-mini"", ""pillar"": ""recovery"", ""has_text"": true, ""temperature_effective"": 1.0, ""temperature_requested"": 0.3}",,2026-02-20 15:53:42.32487
108,okr_llm_call,ok,"{""mode"": ""structured_json"", ""model"": ""gpt-5-mini"", ""pillar"": ""recovery"", ""run_id"": 1, ""user_id"": 1, ""pillar_result_id"": 4, ""assess_session_id"": 1, ""temperature_effective"": 1.0, ""temperature_requested"": 0.2}",,2026-02-20 15:53:42.378609
109,okr_llm_success,ok,"{""mode"": ""structured_json"", ""model"": ""gpt-5-mini"", ""pillar"": ""recovery"", ""run_id"": 1, ""user_id"": 1, ""kr_count"": 3, ""has_objective"": true, ""pillar_result_id"": 4, ""assess_session_id"": 1, ""temperature_effective"": 1.0, ""temperature_requested"": 0.2}",,2026-02-20 15:53:59.661034
110,dashboard_html_start,ok,"{""run_id"": 1}",,2026-02-20 15:54:19.343489
111,okr_link_inputs,ok,"{""run_id"": 1, ""user_id"": 1, ""orm_models"": true, ""assess_session_id"": null}",,2026-02-20 15:54:19.398984
112,okr_obj_select,ok,"{""by"": ""orm_owner_user_id"", ""rows"": 4, ""run_id"": 1}",,2026-02-20 15:54:19.450734
113,okr_kr_orm_source,ok,"{""via"": ""relationship"", ""run_id"": 1, ""objectives"": 4}",,2026-02-20 15:54:19.475308
114,okr_fetch_structured_summary,ok,"{""run_id"": 1, ""has_okrs"": true, ""objectives"": 4}",,2026-02-20 15:54:19.487519
115,dashboard_html_start,ok,"{""run_id"": 1}",,2026-02-20 15:55:10.920352
116,okr_link_inputs,ok,"{""run_id"": 1, ""user_id"": 1, ""orm_models"": true, ""assess_session_id"": null}",,2026-02-20 15:55:10.973897
117,okr_obj_select,ok,"{""by"": ""orm_owner_user_id"", ""rows"": 4, ""run_id"": 1}",,2026-02-20 15:55:11.009873
118,okr_kr_orm_source,ok,"{""via"": ""relationship"", ""run_id"": 1, ""objectives"": 4}",,2026-02-20 15:55:11.034872
119,okr_fetch_structured_summary,ok,"{""run_id"": 1, ""has_okrs"": true, ""objectives"": 4}",,2026-02-20 15:55:11.04749
120,dashboard_html_start,ok,"{""run_id"": 1}",,2026-02-20 15:55:11.145139
121,okr_link_inputs,ok,"{""run_id"": 1, ""user_id"": 1, ""orm_models"": true, ""assess_session_id"": null}",,2026-02-20 15:55:11.197567
122,okr_obj_select,ok,"{""by"": ""orm_owner_user_id"", ""rows"": 4, ""run_id"": 1}",,2026-02-20 15:55:11.228598
123,okr_kr_orm_source,ok,"{""via"": ""relationship"", ""run_id"": 1, ""objectives"": 4}",,2026-02-20 15:55:11.254972
124,okr_fetch_structured_summary,ok,"{""run_id"": 1, ""has_okrs"": true, ""objectives"": 4}",,2026-02-20 15:55:11.271547